customer_Id,DOB,Gender,city_code,Mobile
268447,14/07/70,M,,9995234985
273442,16/07/70,M,4,9996428379
267081,17/07/70,F,3,9993032143
267042,23/07/70,M,8,9994078808
273151,24/07/70,F,4,9990321651
274169,24/07/70,F,1,9998313810
270130,26/07/70,M,9,9995092249
274546,26/07/70,M,3,9992937498
273575,27/07/70,M,1,9993864332
267280,02/08/70,M,5,9998119530
267304,03/08/70,M,4,9992179975
274445,06/08/70,M,8,9996596920
270678,06/08/70,F,4,9993227584
270328,07/08/70,F,4,9999270030
269449,09/08/70,M,6,9998120405
275014,12/08/70,M,4,9992669214
269825,21/08/70,M,4,9998563194
271750,23/08/70,F,6,9990674186
267826,24/08/70,F,7,9996645984
272501,26/08/70,F,1,9990483204
273587,29/08/70,F,1,9991959894
272721,01/09/70,M,8,9993947292
275134,02/09/70,F,8,9997139008
267713,03/09/70,M,1,9995377649
274029,03/09/70,F,1,9998019231
272261,03/09/70,F,9,9998720780
274628,04/09/70,M,5,9997366608
273776,06/09/70,F,2,9992448179
274743,06/09/70,M,4,9997832668
270051,07/09/70,M,8,9996692978
274455,08/09/70,F,10,9990498548
272088,08/09/70,M,5,9998335129
273583,08/09/70,M,5,9996122569
267490,09/09/70,F,4,9993099098
268709,09/09/70,F,,9999152344
267536,10/09/70,M,3,9994958560
271286,10/09/70,M,1,9998993565
273517,11/09/70,M,5,9992087666
268365,12/09/70,M,5,9991732543
266959,13/09/70,F,1,9996269422
272408,13/09/70,M,6,9999184385
271177,14/09/70,F,5,9990224625
274180,14/09/70,M,6,9992163269
267613,15/09/70,M,3,9996666318
270748,17/09/70,M,5,9991364952
274682,19/09/70,M,10,9996417973
266822,20/09/70,F,9,9990916501
272017,22/09/70,M,8,9991848518
267424,22/09/70,M,7,9997024343
272402,23/09/70,F,10,9995768071
274194,24/09/70,M,5,9999875014
274232,26/09/70,F,5,9997664700
272777,29/09/70,M,7,9998686269
273372,29/09/70,F,1,9992298540
273398,01/10/70,F,1,9993407276
267707,02/10/70,F,2,9990399076
273170,03/10/70,F,8,9998724997
271924,03/10/70,M,5,9999455855
270446,05/10/70,M,10,9990158410
273353,07/10/70,F,4,9997425799
270331,08/10/70,F,10,9996161374
269676,09/10/70,M,8,9990644692
269919,11/10/70,M,1,9992868353
268312,12/10/70,F,9,9992072531
267959,12/10/70,M,6,9994548113
268998,12/10/70,F,7,9990692633
272784,14/10/70,F,8,9999083668
270619,16/10/70,M,6,9990008125
274865,18/10/70,F,8,9992012749
273705,20/10/70,M,5,9992821089
268772,20/10/70,F,3,9997001080
266972,21/10/70,M,7,9994255123
269235,22/10/70,F,4,9999516967
270938,23/10/70,F,9,9992726598
271959,26/10/70,M,9,9998042366
272168,26/10/70,M,2,9992134569
271587,27/10/70,F,10,9995107051
273929,28/10/70,M,5,9994567903
268697,29/10/70,F,1,9990229053
270567,01/11/70,M,8,9992861273
268635,01/11/70,M,4,9992925063
275166,05/11/70,M,10,9996972279
267603,06/11/70,F,1,9993481923
266954,06/11/70,M,4,9992013451
267396,13/11/70,M,9,9992298379
272922,14/11/70,F,7,9997349064
268481,15/11/70,F,3,9997829464
268084,18/11/70,M,1,9996391575
274493,19/11/70,M,5,9993869087
273222,19/11/70,M,6,9991771921
270316,19/11/70,M,4,9993562320
270945,23/11/70,M,1,9999218330
275123,23/11/70,M,9,9993130422
267589,24/11/70,F,9,9991512691
269243,25/11/70,F,7,9998908161
273122,28/11/70,M,4,9996415108
274486,29/11/70,M,9,9997558372
273556,01/12/70,M,3,9993383110
270352,04/12/70,M,2,9997724909
275200,04/12/70,M,8,9993625586
272212,10/12/70,M,4,9996133112
273169,12/12/70,F,3,9992301059
273664,13/12/70,M,6,9998819007
267851,13/12/70,M,3,9990520123
268636,15/12/70,M,4,9998531427
269458,16/12/70,F,10,9998892437
269867,17/12/70,F,1,9994118439
270218,18/12/70,F,8,9998958308
272117,19/12/70,M,10,9990581229
268282,22/12/70,F,1,9994956238
268578,24/12/70,M,7,9999275909
270768,27/12/70,M,10,9997938554
269715,02/01/71,M,10,9994790973
267512,07/01/71,F,7,9995250353
267618,08/01/71,M,2,9992994971
267359,08/01/71,M,1,9990090450
272126,10/01/71,M,9,9996966926
274990,10/01/71,M,9,9994182057
269471,10/01/71,F,2,9998157222
270080,11/01/71,M,8,9991203306
274669,11/01/71,F,9,9996346776
275111,12/01/71,M,8,9992531940
269574,14/01/71,F,5,9997696975
273602,15/01/71,M,2,9995457088
267558,17/01/71,M,6,9992518494
271776,22/01/71,F,10,9995879409
272992,22/01/71,F,1,9990260773
274215,23/01/71,M,8,9995684937
272536,28/01/71,M,2,9998520820
274101,01/02/71,M,1,9999560919
270120,01/02/71,F,9,9995274085
274913,02/02/71,M,8,9996988623
271323,02/02/71,M,1,9995472814
268744,06/02/71,F,2,9997702599
271900,08/02/71,M,9,9990046544
272594,09/02/71,M,10,9993245712
272418,13/02/71,F,6,9995443794
270738,14/02/71,F,1,9991266891
272874,15/02/71,F,1,9998033465
270427,15/02/71,F,5,9998825912
271975,16/02/71,M,2,9992513285
269139,20/02/71,M,3,9998786885
268813,21/02/71,M,7,9996616385
269091,23/02/71,F,10,9995884160
268583,23/02/71,F,8,9993271107
270534,24/02/71,M,7,9990329231
274978,26/02/71,M,9,9994858698
270393,26/02/71,F,1,9999604493
266794,28/02/71,F,9,9991187639
266886,28/02/71,M,1,9991639422
272497,01/03/71,M,10,9992330746
273545,01/03/71,M,3,9998654444
270252,02/03/71,M,5,9995174883
267101,02/03/71,M,8,9995386461
270631,05/03/71,F,8,9998286666
267818,07/03/71,M,2,9996972683
267742,08/03/71,M,5,9998829601
275023,09/03/71,M,6,9996241514
271019,09/03/71,F,5,9995404805
271718,10/03/71,F,6,9992893272
271905,11/03/71,F,2,9991602864
267976,11/03/71,F,10,9994315167
270921,14/03/71,F,7,9994741927
270770,15/03/71,M,5,9997449215
275172,16/03/71,F,1,9996722182
270711,17/03/71,F,7,9993186674
268581,17/03/71,F,9,9993698771
274073,18/03/71,M,10,9996931985
272009,19/03/71,M,8,9998358954
267346,19/03/71,M,7,9996349813
274839,19/03/71,F,7,9991801054
267269,21/03/71,F,4,9996659386
274441,22/03/71,M,1,9997968077
272940,25/03/71,F,1,9993826408
274807,28/03/71,F,7,9997618331
267240,29/03/71,M,6,9993054533
268670,01/04/71,M,9,9994697768
267350,01/04/71,F,9,9994541362
269218,06/04/71,M,8,9995871946
270002,08/04/71,M,7,9992617306
271651,10/04/71,F,1,9994381730
269658,11/04/71,F,6,9998878314
268500,13/04/71,F,7,9998169531
267228,14/04/71,F,6,9993684796
268657,18/04/71,F,8,9994300482
267032,21/04/71,F,4,9996754171
268342,21/04/71,M,7,9992701980
271489,21/04/71,M,9,9991936710
267078,22/04/71,M,5,9996940331
267463,22/04/71,F,4,9995233064
274960,24/04/71,F,9,9991388051
273358,25/04/71,F,8,9990556691
267098,27/04/71,F,9,9990532372
273781,28/04/71,F,3,9992485301
272037,29/04/71,F,7,9998535615
271485,01/05/71,M,10,9993441427
268909,01/05/71,M,2,9996752984
271684,04/05/71,M,4,9999094415
272672,05/05/71,F,10,9990659898
274551,06/05/71,M,3,9993951164
273807,08/05/71,M,9,9994821281
274818,08/05/71,M,4,9994837777
274092,10/05/71,M,9,9991407077
274008,11/05/71,M,6,9990182170
269935,11/05/71,F,4,9991224220
274549,13/05/71,M,1,9993422495
269245,20/05/71,M,4,9996644290
268263,20/05/71,F,1,9997641627
270478,20/05/71,F,7,9991883365
272729,21/05/71,F,2,9995191867
272839,22/05/71,F,8,9997697171
270150,22/05/71,F,8,9990106850
273963,24/05/71,F,7,9991154339
269844,25/05/71,F,9,9998735791
275174,27/05/71,F,10,9991466029
266931,29/05/71,F,4,9993634549
273146,04/06/71,M,5,9997052078
267995,04/06/71,M,4,9990095495
270036,04/06/71,M,8,9995759523
268301,05/06/71,F,1,9998053789
268200,05/06/71,F,1,9991166127
274412,06/06/71,F,4,9990175085
267852,07/06/71,F,9,9992360588
267639,07/06/71,M,8,9994181886
274837,09/06/71,F,3,9990186552
273383,11/06/71,F,6,9995309512
274632,13/06/71,F,3,9995209389
273397,14/06/71,F,5,9997412566
274406,15/06/71,F,1,9991512239
267849,17/06/71,F,3,9992931415
271331,18/06/71,F,9,9995323038
274662,20/06/71,M,7,9999339048
271827,21/06/71,M,3,9995149739
270119,23/06/71,F,2,9991072759
267452,24/06/71,F,5,9993665736
267395,24/06/71,M,6,9997503071
271915,24/06/71,F,7,9999751732
272098,25/06/71,F,4,9996261680
267001,27/06/71,F,6,9992284682
268363,29/06/71,M,10,9994717582
268840,29/06/71,M,8,9998680885
270586,29/06/71,M,2,9995016607
272162,03/07/71,F,5,9995047310
269473,04/07/71,M,4,9991595800
269756,04/07/71,M,3,9999496894
271445,05/07/71,F,3,9993063323
271345,06/07/71,F,8,9997115642
273527,07/07/71,F,2,9994239897
269357,08/07/71,M,9,9996364258
273924,09/07/71,F,7,9990462376
268629,10/07/71,F,9,9990006073
274084,10/07/71,F,5,9997240363
270259,10/07/71,M,5,9995983190
270764,11/07/71,M,1,9996509786
268197,11/07/71,M,3,9999850667
271492,11/07/71,F,5,9991108221
267634,11/07/71,M,5,9992314808
270818,14/07/71,F,1,9994276046
274663,15/07/71,F,1,9992012809
270378,18/07/71,F,2,9990137580
273445,18/07/71,M,2,9991218933
270922,21/07/71,F,7,9999258121
274504,24/07/71,F,5,9991975807
274295,25/07/71,F,1,9998098375
267815,26/07/71,F,10,9993906602
268385,27/07/71,M,4,9997598645
269058,29/07/71,M,8,9991052518
273997,29/07/71,M,3,9991048538
269035,29/07/71,M,2,9993499833
273868,02/08/71,M,2,9991994646
269764,03/08/71,M,5,9990713286
273456,04/08/71,M,6,9992565030
267914,06/08/71,M,8,9992362512
269244,08/08/71,F,8,9994120978
274177,08/08/71,M,5,9990403554
268916,10/08/71,F,6,9992199742
269315,12/08/71,M,2,9997423266
272893,12/08/71,M,10,9999013921
272094,12/08/71,F,7,9995349936
271027,13/08/71,M,8,9992106952
271122,16/08/71,M,2,9998075768
268700,18/08/71,F,3,9993341250
275104,18/08/71,M,3,9990937625
271863,19/08/71,M,1,9991021240
271784,22/08/71,M,3,9999104104
274488,24/08/71,M,7,9993703563
273518,25/08/71,F,8,9990191728
271636,29/08/71,M,9,9995397064
268099,01/09/71,M,5,9996588032
275148,03/09/71,F,4,9992661136
268108,03/09/71,M,7,9994457052
266854,04/09/71,M,5,9990165008
273986,07/09/71,M,9,9998071764
268786,07/09/71,F,10,9995452720
268453,09/09/71,M,3,9991040331
270203,11/09/71,M,4,9997568371
267807,11/09/71,M,7,9990414324
270154,16/09/71,F,4,9999319819
274268,21/09/71,M,9,9996352981
268698,04/10/71,M,5,9999811626
274927,06/10/71,M,3,9991612888
270451,07/10/71,F,10,9990635832
273563,08/10/71,F,6,9999188146
267545,09/10/71,M,8,9990706483
273318,12/10/71,F,4,9990548687
271179,12/10/71,F,5,9996707808
270861,14/10/71,M,4,9998019071
271679,15/10/71,F,5,9997626229
268021,18/10/71,F,10,9997982683
272062,19/10/71,F,5,9993851416
274629,20/10/71,M,5,9992785111
273502,21/10/71,M,3,9998943614
275033,21/10/71,F,10,9991033901
270254,24/10/71,F,7,9991470264
267621,26/10/71,F,7,9995001275
272082,27/10/71,M,5,9992294720
274802,28/10/71,F,9,9999295857
275190,02/11/71,M,6,9991768961
268347,03/11/71,M,6,9995810801
273618,03/11/71,F,9,9990343939
275108,04/11/71,F,8,9994634947
268346,04/11/71,F,7,9993632979
274279,06/11/71,M,2,9995579842
267658,07/11/71,F,5,9998437979
273036,09/11/71,F,2,9990228774
274522,10/11/71,M,7,9994269170
274517,11/11/71,F,10,9990807990
272614,12/11/71,F,8,9992132868
272767,13/11/71,M,8,9998626936
269031,14/11/71,F,10,9998058066
268708,15/11/71,F,5,9997005362
274299,19/11/71,F,7,9994215710
270308,19/11/71,F,9,9996476665
268074,21/11/71,M,5,9995320292
274773,21/11/71,M,8,9993307975
270977,22/11/71,F,5,9997683538
270003,22/11/71,M,5,9997237104
270197,24/11/71,M,3,9998372940
269396,25/11/71,M,3,9998128341
272707,25/11/71,F,8,9999674800
273849,28/11/71,M,8,9993747993
275098,29/11/71,F,2,9997193350
268959,29/11/71,F,3,9999883039
272016,03/12/71,F,7,9992602864
274562,03/12/71,M,6,9994082602
273647,09/12/71,M,7,9991848657
272192,10/12/71,F,3,9996439038
267855,10/12/71,F,7,9990149069
271944,11/12/71,F,5,9998547880
271690,15/12/71,F,8,9997638274
271429,17/12/71,F,5,9991845608
267010,18/12/71,F,4,9995571154
274244,18/12/71,M,2,9993159482
271111,19/12/71,M,2,9993873139
267664,22/12/71,F,10,9991257956
274021,23/12/71,F,9,9992760812
273506,23/12/71,M,3,9992111947
274509,26/12/71,F,10,9995235675
269261,27/12/71,F,7,9999667295
272101,27/12/71,M,3,9990456330
272982,01/01/72,F,10,9996565254
269036,03/01/72,F,2,9994777468
270147,07/01/72,F,6,9992153704
271224,08/01/72,F,9,9990628522
274600,10/01/72,M,1,9999186808
271558,12/01/72,M,6,9992407042
270251,13/01/72,M,4,9997732329
269020,14/01/72,M,4,9994476463
272074,15/01/72,F,10,9999448616
270156,22/01/72,M,6,9998698741
271046,23/01/72,F,4,9999995203
273863,23/01/72,F,6,9994404245
269160,24/01/72,F,1,9993895272
274939,24/01/72,F,5,9994148753
275232,27/01/72,M,10,9996843469
270683,28/01/72,F,5,9990105760
274885,29/01/72,F,1,9995508244
271455,01/02/72,F,9,9995275906
275006,01/02/72,M,2,9998579658
267867,02/02/72,M,3,9991676908
274110,03/02/72,M,5,9993446216
268405,03/02/72,F,4,9993344286
267945,05/02/72,M,1,9995014025
271629,08/02/72,F,5,9993575967
270291,10/02/72,M,8,9998312239
272055,15/02/72,M,4,9995694523
273242,15/02/72,F,3,9997850066
273352,15/02/72,F,5,9994742379
268445,18/02/72,M,6,9997337450
271012,20/02/72,F,10,9995167218
274053,20/02/72,F,5,9996098548
274550,21/02/72,M,7,9991312314
270688,21/02/72,F,2,9999105835
270785,22/02/72,M,2,9991092851
270968,22/02/72,F,5,9993416766
274136,23/02/72,F,1,9994933523
274402,24/02/72,M,7,9996080960
270965,25/02/72,M,2,9995994301
269124,28/02/72,M,3,9995766466
269528,28/02/72,M,7,9995567775
275158,01/03/72,M,3,9999469550
270810,01/03/72,F,1,9990989788
269953,01/03/72,M,8,9990227214
273946,03/03/72,M,1,9992718742
270420,03/03/72,F,6,9990386816
267698,03/03/72,M,7,9995443001
272504,06/03/72,M,3,9995015183
269297,06/03/72,M,6,9998406589
272386,08/03/72,M,2,9998296478
268484,09/03/72,F,9,9997400116
269800,09/03/72,F,6,9998849265
269118,10/03/72,F,6,9994142148
275036,11/03/72,M,5,9993274088
267778,11/03/72,F,7,9992559885
271951,11/03/72,F,4,9993182324
271526,12/03/72,F,4,9993732988
267743,13/03/72,M,10,9995602985
272435,13/03/72,F,7,9992513523
273380,15/03/72,F,8,9993504008
270515,15/03/72,M,6,9992711762
271751,17/03/72,F,8,9991400993
271187,18/03/72,F,1,9995512417
267293,18/03/72,M,2,9996930030
273796,20/03/72,M,5,9996110536
267827,20/03/72,F,7,9992132757
272295,20/03/72,M,6,9993144602
270855,20/03/72,M,7,9993730744
266788,20/03/72,F,2,9992109702
271377,21/03/72,M,7,9994606943
274115,25/03/72,F,2,9995534119
271658,25/03/72,F,10,9992357897
268160,29/03/72,M,7,9996710229
273497,02/04/72,M,2,9990778728
272713,02/04/72,F,7,9998868375
274019,05/04/72,M,6,9996132655
268920,07/04/72,M,1,9997146464
273669,07/04/72,F,9,9992388107
273711,08/04/72,M,4,9993053401
272708,15/04/72,M,10,9999463324
268333,17/04/72,F,8,9998897623
271873,17/04/72,M,1,9994961067
272368,17/04/72,M,3,9995924887
274336,19/04/72,M,10,9996258211
274261,28/04/72,M,4,9996054738
272069,29/04/72,F,8,9999934407
274613,02/05/72,M,9,9993021773
272953,02/05/72,M,1,9996822522
270891,05/05/72,F,6,9997159392
268271,08/05/72,M,3,9996868448
271150,12/05/72,F,8,9995393899
273682,13/05/72,F,8,9994017351
271055,14/05/72,M,3,9994439241
273936,16/05/72,F,9,9995099613
273167,17/05/72,M,9,9997775493
270898,18/05/72,M,3,9990025919
272070,18/05/72,F,10,9998990564
272279,19/05/72,M,9,9997881742
270493,22/05/72,M,9,9998516056
273832,23/05/72,M,8,9999471000
271407,23/05/72,F,2,9998590366
274653,26/05/72,M,8,9998280467
270458,26/05/72,M,2,9993243563
268535,27/05/72,F,4,9995372803
268957,01/06/72,M,2,9994714067
267747,02/06/72,M,5,9998923839
270928,02/06/72,M,2,9993791967
274270,06/06/72,F,1,9993153834
268647,07/06/72,M,9,9993076647
275236,08/06/72,F,2,9991930365
274931,10/06/72,M,10,9991025030
270084,10/06/72,F,4,9991548702
273606,13/06/72,F,10,9998776616
273440,15/06/72,M,9,9999222098
271958,15/06/72,F,9,9997537231
266855,16/06/72,M,10,9996453081
273697,16/06/72,F,1,9992552477
273119,17/06/72,F,9,9999608028
273025,17/06/72,F,6,9993169647
269568,17/06/72,M,2,9993088259
267380,19/06/72,F,4,9999768136
275088,23/06/72,F,2,9993136013
269616,23/06/72,F,8,9991577376
272472,24/06/72,F,5,9994373430
269559,24/06/72,M,1,9998013963
268101,25/06/72,M,3,9998177353
270823,28/06/72,M,5,9994076265
273546,29/06/72,F,9,9999851457
268612,02/07/72,F,4,9991941125
269805,04/07/72,F,6,9991913271
273492,05/07/72,F,7,9991799654
272938,06/07/72,M,8,9991854929
271538,10/07/72,F,5,9993756781
275082,11/07/72,M,9,9994411176
274058,13/07/72,F,10,9997795215
273330,13/07/72,M,1,9994520033
268348,15/07/72,M,5,9999095537
272852,18/07/72,F,10,9995482830
273205,19/07/72,M,2,9995083082
269013,20/07/72,M,1,9992272053
267721,22/07/72,F,9,9997459022
273361,22/07/72,F,8,9999782865
269197,22/07/72,M,8,9997577958
267543,24/07/72,F,7,9992230241
274450,24/07/72,F,9,9998573145
270460,27/07/72,M,5,9999251054
275007,29/07/72,M,4,9992414540
267925,02/08/72,M,4,9991644872
269470,02/08/72,M,4,9992936410
273030,03/08/72,F,3,9991983154
271095,04/08/72,M,3,9999513891
269310,06/08/72,M,4,9993457566
274204,09/08/72,F,1,9999563881
272231,10/08/72,F,5,9993265721
273641,17/08/72,F,2,9998664127
273357,18/08/72,F,9,9990944608
271144,19/08/72,F,2,9992593378
274438,20/08/72,F,6,9999697733
270721,20/08/72,M,1,9996885775
274093,21/08/72,M,2,9997352064
273237,26/08/72,M,3,9991897339
270659,27/08/72,M,10,9999878101
267439,27/08/72,M,1,9994585442
269636,03/09/72,F,2,9990765611
274090,04/09/72,F,10,9993136242
271584,04/09/72,M,9,9994252024
270401,05/09/72,F,8,9993525227
274281,05/09/72,F,5,9997187380
271965,06/09/72,M,4,9996816308
270907,09/09/72,F,1,9997298544
273114,09/09/72,F,8,9995509566
273939,09/09/72,F,9,9996528175
273495,11/09/72,M,6,9993146940
269382,12/09/72,F,1,9997785031
270760,16/09/72,F,8,9997267248
269702,16/09/72,M,6,9996772756
267370,21/09/72,M,4,9999492039
273157,23/09/72,F,3,9996934919
268731,25/09/72,M,8,9997227022
268870,26/09/72,F,7,9995240151
266975,27/09/72,M,4,9996930702
272518,02/10/72,F,9,9999688554
268534,02/10/72,M,9,9994451297
267405,03/10/72,F,2,9993770527
272248,04/10/72,M,7,9993496570
269629,05/10/72,M,6,9995218590
267092,08/10/72,F,7,9991582780
273056,10/10/72,F,3,9990148668
267905,12/10/72,F,9,9992791919
274241,13/10/72,F,9,9997356340
274946,14/10/72,M,4,9996046153
273595,16/10/72,M,3,9992340685
271060,16/10/72,M,4,9999513217
274567,18/10/72,M,2,9996850372
268988,19/10/72,M,6,9996220124
273478,20/10/72,F,3,9996817898
267112,22/10/72,M,7,9998810264
270366,24/10/72,M,3,9999892564
267895,25/10/72,F,10,9997313303
272446,26/10/72,F,7,9990319271
272700,27/10/72,M,6,9997510949
272489,28/10/72,F,6,9995072884
268558,02/11/72,F,4,9995407898
272313,02/11/72,F,5,9994723443
272508,05/11/72,M,9,9992931464
272200,06/11/72,M,4,9991772161
275043,08/11/72,M,4,9992413265
271283,10/11/72,M,2,9993620177
272561,12/11/72,M,8,9997335409
268412,13/11/72,F,4,9999360246
267174,16/11/72,M,1,9999957806
266863,17/11/72,M,6,9993848564
267583,21/11/72,M,4,9997149704
270706,24/11/72,M,1,9993819336
273941,26/11/72,F,8,9992003997
269922,26/11/72,M,5,9993092450
267193,27/11/72,M,1,9993469063
269603,28/11/72,M,4,9994946637
273308,28/11/72,M,1,9994486325
267429,29/11/72,F,2,9995520237
271596,29/11/72,F,9,9991559199
274386,01/12/72,M,6,9996287012
268504,05/12/72,M,6,9990901688
269462,05/12/72,F,6,9992814070
273638,09/12/72,M,8,9990584263
268469,10/12/72,F,10,9997406644
267715,10/12/72,F,7,9995501773
273265,12/12/72,F,5,9993195870
272535,12/12/72,F,4,9993220415
268241,13/12/72,M,5,9996949282
274449,15/12/72,M,4,9993079327
267270,16/12/72,M,2,9997157133
274523,16/12/72,F,8,9996914800
272438,16/12/72,M,9,9995932140
269034,16/12/72,M,10,9998470318
273675,18/12/72,M,7,9990139604
267875,18/12/72,F,8,9995936770
268319,19/12/72,M,10,9993361037
272969,19/12/72,M,5,9992375331
272010,22/12/72,F,5,9994585237
268171,22/12/72,M,3,9995034513
268419,23/12/72,F,3,9994505902
268976,26/12/72,M,4,9993980239
267257,26/12/72,M,4,9999414219
269556,27/12/72,M,5,9999203602
271743,27/12/72,F,3,9995064119
269679,28/12/72,M,4,9999832230
269352,03/01/73,F,3,9999647390
269490,05/01/73,M,5,9990724928
268366,09/01/73,F,9,9994430637
274556,10/01/73,F,8,9994122349
267387,11/01/73,M,9,9994342407
273662,12/01/73,M,10,9993682208
270071,17/01/73,F,5,9991514793
268055,20/01/73,M,5,9997247964
270306,21/01/73,M,1,9994317888
271205,23/01/73,M,7,9998824494
275204,24/01/73,F,1,9992093330
270144,28/01/73,F,5,9991184243
274334,01/02/73,M,5,9996105030
273553,04/02/73,M,3,9999979506
274251,05/02/73,M,5,9991734089
267931,06/02/73,F,10,9994446588
267169,07/02/73,M,8,9990994191
271856,08/02/73,F,7,9997769440
267126,09/02/73,M,8,9995908038
268411,10/02/73,F,1,9991176301
274648,13/02/73,M,8,9996715810
268502,14/02/73,F,6,9991067146
272808,15/02/73,M,6,9993385542
272684,17/02/73,F,6,9991452129
267718,19/02/73,F,9,9994331764
272046,20/02/73,M,5,9993201344
272727,20/02/73,M,3,9999190574
273067,21/02/73,F,5,9995975378
272173,21/02/73,M,8,9991238389
272799,24/02/73,F,6,9998815051
269033,24/02/73,M,6,9998382427
267320,25/02/73,M,3,9997434233
269789,27/02/73,F,2,9994443078
269798,28/02/73,F,4,9999653230
269988,02/03/73,M,6,9993433203
268606,03/03/73,F,1,9995535707
268352,04/03/73,F,8,9990419503
266991,05/03/73,M,5,9994098788
269794,07/03/73,F,10,9994139647
267696,09/03/73,F,8,9998128203
272720,09/03/73,F,2,9994115794
275046,10/03/73,M,10,9995748528
271547,10/03/73,F,7,9995911129
269617,11/03/73,F,3,9995020240
269306,11/03/73,M,6,9998040780
273019,11/03/73,F,4,9992206509
274369,14/03/73,F,9,9995607675
274237,17/03/73,M,10,9997579195
275233,17/03/73,M,5,9998569952
270839,19/03/73,M,5,9996363749
269737,19/03/73,M,6,9993254618
271722,20/03/73,M,6,9993697243
275261,21/03/73,F,10,9995137351
275091,26/03/73,F,2,9997280775
